,content,sentiment
5844,  I'm so sorry.  I don't understand why some people expect everyone to react to these things with the same &quot;poise&quot; as themselves,worry
5845, Sorry to hear that Carol.,worry
5846, I'm missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,sadness
5847, IT WAS JAM ALL OVER THE ISLAND! Till I'm havin migraine now!,worry
5848,I've gotten a cold every time I've flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.,worry
5849, join the club,neutral
5850, And.. it's raining here,worry
5851,forgot the montel quote  and it was a good one..,neutral
5852, so where r u spinning now that the Hookah is R.I.P.?,worry
5853, awww...busy day for you then! I have to get my Big Mac ass outta here...Work beckons  I'll talk to you later.,worry
5854, ???? ????? ????? ?? .. ????? ?? ????? ??? ???????,neutral
5855, http://twitpic.com/66r0u - uh wait...i thought this was the 29th...tonight,neutral
5856, flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit though!,relief
5857," thats what doting husbands are for LOL!!  I hope that once my braces go on, I can eat normally again",worry
5858," Well, I'm glad I'm not the only one! Mine's so bad I'm having to resort to pulling out the old hairband disguises...",sadness
5859,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!,hate
5860,Have a slight headache,worry
5861, Are you guys gonna get the metal detector from the Brickmans? I saw Chad ask Davey on FB. Sorry 'bout your ring,neutral
5862," did you decide it is a sprain? mine has been bothering me again, but never had it checked out",worry
5863,stuck at home b/c my mom is sick and we haz not moniez,worry
5864, how do i make it better after being robbed of 1m.,worry
5865, Nooooo!  Working this weekend,worry
5866, The link didn't work.,neutral
5867,"Up and at em... got a big To Do List for today, and hubby has to work   But then weekend is going to be just us... I think!",happiness
5868,this weekends abouttttto SUCK,boredom
5869,"   Does she like it, or does she roll her eyes?  Now I'm curious as hell!  Good singing is a real treat as far am I'm concerned!",neutral
5870, didnt get it clear,surprise
5871, It re-entered my brain orbit thanks to me watching Ryan Reynolds mugging away in &quot;Just Friends&quot; recently,happiness
5872,I'm going to stop tweeting and do my LSAT studying now.,sadness
5873," I wish i could have a pole, we got no space for it  maybe i should throw out some furniture and get a pole",sadness
5874,what am I going to do without my ?!  SKYPE! haha,sadness
5875,Oh MAN !! I was going to connect my old school Nintendo to play mario games. And is not in the bag I gotta search for it.,surprise
5876,"I miss my Jeep  Now I have to bum a ride to the dreaded, horrid Walmart. Boo.",sadness
5877,Damn fallout 3 is a hard game,sadness
5878,one of my cat's is sick,worry
5879,A thursday. Is that REALLY necessary  ? Have u ever heard of school and horrible mums,hate
5880,Sachie: YNA DOESN'T KNOW OUR PASSWORD YET,neutral
5881,  Chroma Key coolness ... When are the cumulus seminars going online couldn't see the live feed here,sadness
5882, my film didn't come out  the camera was broken. lamesauce.,sadness
5883,I'm super hungry! Waiting for my biotch to feed me.,fun
5884," Yessum.  We'll see how this year goes... maybe I can head back in Oct, when the rates go down. I wanted to go for my bday",sadness
5885,"Argh, I can't avoid spelling bee spoilers anywhere! Now I know the winning speller and word before having actually watched the bee.",surprise
5886,I think I'm about to break my own heart. (as emo as that sounds)... meh.,sadness
5887,Is tired n wants to sleep in her own bed,neutral
5888,dammit i cant watch stadium music,sadness
5889,"Just got in a nasty argument with someone I normally like very much.  She doesn't forgive well, either",happiness
5890,"We waste way too much paper @ the office... for nothing worthy, that almost disgust me",hate
5891, love it! Really its simple i think of a word and put twi on the front i should be more clever,neutral
5892, Are you in Galbladia Garden? That shit is hard.,love
5893,Just chillin'.. I'm a bit bored boohoo  !,relief
5894,Laying in bed sore and snuggeling domino... I don't wanna work out today,sadness
5896, haha lol where have you been going?...I haven't really been out lol..I've been a hobbit..n my mums like keep revisin beck,sadness
5897," Would love it if you guys toured here, really! Philippines tour?",love
5898,It's raining  I can't go out to jogging... I have to do it in my house gym...,sadness
5900,so...i really want to be home right now.,neutral
5901,thought I was going to have a fun day,sadness
5902,at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,boredom
5903,Is a hot hell of a mess. I wish i would have gone to arlington for zeta!,neutral
5904, I know how you feel  Have a lovely relaxing weekend!,happiness
5905,Felt one tooth without the braces bracket. I got soooo hype,sadness
5906, !!!!  glad you're alright!,neutral
5907,is moving out of Nesbitt.,neutral
5908,I'm so disgusted that my assumptions regarding what happened in Harlem last night were 100% correct without reading the story first.,worry
5909, - OH FOA REAL.? I DIDNT REALLY KEEP UP WITH WHAT WAS GOING ON. TOO MANY DIFF STORYS N STUFF HEY.  WISH HE NEVA DID IT!,worry
5910,"My poor wife.  I'm laid up for another 6 hours on doctors orders, then can't do much and she is dealing with screaming baby",worry
5911,  you're mean to me. You're gonna have to have pizza tonight or it will go off.,surprise
5912," oh dear. (I'm sorry, but i laughed  )",happiness
5913,http://www.bodybuilding.com/fun/richardchan.htm OMFG this dude looks well 'ard! He puts me to shame...,surprise
5914, he thinks he's a gangsterrr  his ass don't even fit in G Unit. &amp; I know :| ))))),happiness
5915, unusual for them,neutral
5916, I don't. I hope it takes them a good long while to recover.,relief
5917,this phyllis hyman unsung story is so SAD,sadness
5918,"dear  a)stop snoring and b) move from the middle of the bed, please.",worry
5919,Sites that republish my blog's feed often end up higher than my blog on Google search results,neutral
5920,  When are you coming to Indianapolis  !?!?,surprise
5921,my hairs straight  lmao,neutral
5922, we told you guys!   we are just going for a while to get our passes then we are going to see UP downtown disney! Yay!,fun
5923,Moving makes me sore.  Dunno if we are gonna make it!   Its getting close!,worry
5924,"now i am doing the MicroEconomics project  ihate this subject &amp; beside that i have the english ILETS exam tomorrow, waaa ,HELP !!",worry
5925,my shoes hurt my feet,worry
5926,Loving the warm weather... but can we get some rain please?! my water bill is going to be bad,worry
5927,at work with a HUGE headache,sadness
5928,This is my anthem right now.... don't leave me high and dry.  ? http://blip.fm/~79fcr,happiness
5929,i feel like shit,sadness
5930, Oh dear... that's just... disturbing.   The coffee connoisseur in me just died a little.,sadness
5931, OMG daon't tell me you have watched twilight enuff to know that !!,happiness
5932, yeah  That was bad....,worry
5933,Youtube isn't working...and I wanted to watch Britains Got Talent.  I'm debating about having a pity party.,boredom
5934,Emoticons by Christian. &quot;  &quot; http://twitpic.com/66riq,neutral
5936, You can't make it down to NYC at all when I'm there huh?,neutral
5937,Got people don't let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,sadness
5938,Woot. just had my interview! went awsome! I didn't get to talk with Mr. Johnny thought...  oh well I still did really good!,happiness
5939,Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost,surprise
5940,my knees are sore after physio,sadness
5941,"I hate having to put my toddler in a disposable, but her rash needs ointment. I hate her having a rash even worse.",worry
5942,Off to Dollarama -- I wish I had a new job,surprise
5943,im tweeting... this is so hard... i dont get it...,hate
5944,Looking for a show to turn my brain into mush so it doesn't hurt anymore  Any good FREE online ones you know of?,neutral
5945,My coffee got cold blah!,sadness
5946, You look nothing like your Twitter avatar!,hate
5947,i lost my phone.,sadness
5948,I suddenly want Chinese food in the worst way.  Not really a great on-the-run food and I packed a sandwich for lunch anyway.,neutral
5949,Why Does She Keep Trying To Hurt Me? Aren't The Tears I've Cried In The Past Few Months Enough?,sadness
5950,it is always sunny on days when i can't possible be outside.  life is out to get me,sadness
5951,"..Get Over On His Mom &amp; Now I Feel Horrible, He Must Think I am.  That's Not What I Meant. Just Thought It'd Be Better Than The Brunt.",worry
5952,. Really I look like a boy!!! I need someone to do my hair!,worry
5953,14 more days with slow internet,worry
5954,OMGoodness back to school soon FUN!,love
5955, i'm in AD for another week- visa work,neutral
5956, Will we be seeing McFly in the Philippines soon?,worry
5957," I can't yet back, I've run out of texts!  I'll ring you laters xoxo",sadness
5958,Tired with a headache  me no like sunshine,worry
5959, I'm on blip but can't get it to work on me iPhone,sadness
5960,Got people don't let me skip sci pratical becos skola is impt and cannot waste my parents money.  Nt fair.,sadness
5961,Its cold,neutral
5962,Listening to Music Box.  When Mariah could still sing,fun
5963,died again in KP  .. gonna upgrade some of my spells now first before heading back there... #eq2,worry
5964,hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its gone  GA on my mind,hate
5965,Managed to finally get through to someone who had left a message earlier today. Old dog already put to sleep,relief
5966,Finally on my way home,happiness
5967,"crap. have to break my &quot;no work in weekend&quot; rule  so much overloaded with work. aargh, hate it!",happiness
5968, revising as uni exams are looming,boredom
5969,"YM, meebo &amp; ebuddy really hate us      ",worry
5970,I'm going to miss the seniors so much!  Don't goo!,worry
5971,Poor Nicole just absolutely DESTROYED her cell phone,worry
